cleaned_content,sentiment
mantab pakai gojek,2
nice,2
driver gojek tdk tolak beda dgn aplikasi tks,2
baget bagsat februari blm pakai gila,0
belanja jd praktis mudah,2
drivernya,2
langgan setia gojek tim gojek cek transaksi aplikasi gojek kendala kecewa chat cs respon solusi sayang guna gojek cari aplikasi,0
promo,2
mantap skrg harga murah pake yg comfort,2
suka promo nya diskon potong harga perut kenyang dompet aman,2
alhamdulillah cepat tuju,2
bagus,2
kesini jelek aplikasiribet komplen sistem yg bales chatassuuuu,0
mantap,2
klo hujan suka naik harga enak,1
good jobs,2
moga drivernya asik ajak ngobrol,2
sahabat,2
gimana sih gojek no aktif tpi lupa pin karna hp hilang gk masuk bantu gk yg aplikasi nya,0
cancel pesan sengaja,0
good,2
ok,2
nuhun ya mamang,2
promonya keren,2
chat masuk ancam hidup terus ojk,0
freshbaru seger,2
pesan pesan makan mantap banget sih,2
bantu mudah cari transportasi jarak,2
,2
bantu pergi cepat simpel,2
ongkirnya keri beda nya ijo belah bye bye,0
oke,2
bagus,2
driver pendiamga omong,1
puas,2
bagus,2
,2
app busuk login device aja kena blacklistsampah mending pake yg,0
goodjob,2
joss mantul,2
good,2
,2
aplikasi layan driver puas sekaliii,2
sopir bau mobil kotor driver suka cansel order aplikasi andal,0
lupa syukur,2
suruh masukin pin yg gatau pinnyasaldonya layang,0
mantap,2
keren,2
puas,2
banyak promo nya ya kka dadim makarim,2
apk ga eror,0
ok,2
mudah praktis,2
i like it,2
member aktifketika login member pake daftar lagiminta no verifikasi gak kirim kirim via whatsapp,0
layan go jek muas,2
driver nya ramah,2
ojol pling ga jelass driver titik trus drivernya batalin pesan bikin customer capeee nunggunya,0
alhamdulillah aman,2
gopay ku,0
bagus,2
bagus,2
mantap,2
bantu sekaliii,2
ok gass,2
gak dapet promo apa mahal,0
ok guys mntp,2
mantab,2
mudah urus tranportasi transaksi,2
muas,2
bantu,2
manfaat,2
suka bantu,2
okee,2
bantu,2
cepat mudah,2
gak promonya,0
jemput,2
keselll bayar gojek playlater nyaknp akun gopay playlater blokir tgl januari tgl febuari byrinklo tgl febuari akun gopay playlater sy blokir sisa angsur juta bayar,0
setia dgn gojek mudah promo hemat,2
kesini ga recomended,0
ok,2
bagus layan,2
aja,2
nanya saldo ilang yaasaya cek riwayat saldo an cek beli gofod ko langsung ilang,0
baik,2
ok,2
bantu,2
pesan go food detik g cancel padahl salah pilih menu kapok g lgi go food mending oren chat cs kali jg g nyelesain masalh no telfon cs jg g hubung asa kya tipu,0
smoga amanah,2
good,2
keren,2
bantu,2
kemvangkan,1
mantap,2
bagus,2
bantu,2
bagus,2
bantu,2
pakai gojekvery good,2
good,2
terima kasih ngojek bantu orang,2
mantap tambahin diskon biar mantap,2
aplikasi cacat,0
mantap,2
gaspool,2
oke,2
,2
kerenn cepatt amann,2
mantap gojek,2
mudah,2
terimakasih gojek bantu,2
gk gojek kesini biaya layan mahalgopay pinjam gk pakai nawarkan limit tarik syarat data tolak yg bagus,0
alat transportasi,2
gojek mtrnya kadang ga sesuai yg pake yg daftar aplikasi l kadang mtr yg maaf layak dipake dipake narik daftar minimal kendara ya,0
tingkatin aplikasi banyakin promonya yaa overall udah best moga dsn bagus kualitas yaa,2
tolong gojek perhati kmbali driver nya ketemu driver yg gatau gmaps driver yg komplen kalo jalan becek pdhl gatau jalan becek banjir jkt drivernya bagus tangerang gitu mksh,0
mantappp,2
cepat responya terimakasih gojek,2
baik jam pagi hujan susah order terimakasih,2
gopay sih habis top up kn gopay masuk dj suruh tunggu respon hri tunggu masuk bukti kalo sya top up kn,0
pesan gojek x batal driver alas driver br krn lewat batas max mk janji dpt voucher rb tp smp skrg sdh jam voucher tdk masuk knp uang rb ajak gojek ingkar janji,0
aman,2
murah drivernya ramah sesuai sop tolong tingkat perhati driver karna juang nafkah keluarga,2
driver manja pilih tumpang ongkos mahal,0
orang nya sabar,2
jos,2
bantu,2
contoh usaha ambil untung konsumen merchant drivernya konsumen pesan food promo layan tunggu drivernya bayar murah order apa driver posisi,0
udah bayar tagih dlm bayar uang pinjam tolak harap tarik dana boncos duit modal,0
mantaptepatcepat,2
aplikaainya bodoh login susah bgt,0
oke,2
bagus bantu muas mohon bantu gojek banyak besar promopromonya promo gofood gocar voucher gofood gocarnya ada banyak besar cashback gope coinnya mesan gofoodgocardan gojek langgan yg mengunakan bayar gope area palembang terimakasih perhati semangat sukses gojek gojek indonesiaaamiiin,2
mantaab,2
oke,2
bagus,2
mudah halll,2
fitur jadwal goride skrng gak yaa,2
bantu terima kasih gojek,2
cepat sigap,2
mantaps,2
tingkat standar layan kemudi sapa bantu tumpang naik barang siah dara wajib perhati pasti kemudi bawa keluarga teman sesuai data asli kendara,2
mantuuuullllll,2
oke kasih diskon ya,2
top,2
nice,2
ok banget aplikasi,2
coba,2
bantu pokok top,2
gojek dulutidak hujan macet driver byak yg mangkal order driver lamaa bangetpernah order nunggu jam driver pergi restonya anjang jalan lewat driver mangkal banyk pesan driver anehhdan yg kasihan resto nya proses pesan ingat siap pesan mohon baik,2
mantap,2
bantu,2
ok,2
layan,2
kadang suka pencet tau udah order,1
mantaaappp,2
gofood superrrrr lamaaaaabatal x gak dapet driver gak masuk akal jam dapet driver,0
sopan,2
penngemudi ramah,2
ok,2
mantap bnyak promo,2
kali download aplikasi lngsung tarik,2
judul layan bantu gk ngebantu keluh susah driver gk respon cs tutup chatnya tolong baik sistem,0
driver yg parkir karena yg rb beli bayar rbsangat sayang,0
bantu banget,2
alhamdulillah bantu,2
bantu,2
mana jaring internet gojek andal,2
ok bantu,2
susah tingkat gk upadate verai baru,2
keren simple,2
maen bllokir akun gk,0
sigma cuy,2
okeee layan,2
bagi alam drivernya layan burukistri pesan gosend mobil pakai super mahal nasi kotak pcstujuan bandara driver telp terima telp pengirimsetelah jam terima telp paket nya manaditelp driver susah tunggu marah marah kasih foto tinggal halte nya gojek bandarajika hambur kucing ambil orang gimana sungguh layan buruk sombong kali repot gitu cari aja kerja,0
ntap,2
murah,2
mantap,2
bantu promo fiturnya,2
gopay later gak pakai,1
,2
hati teman main sistem gojek status makan draft hapus otomatis bayar status gofood proses gak tekan operator koperatif sembarang taut bayar otomatis ubah ganti alamat bsa heran alamat histori beli ubah chat operator hnaya pilih tolong hati ya rugi customer yg bayar pakai debit,0
top top baik,2
bantu mudah cari sarana transportasi beli makan butuh seharihari mudah,2
mantap,2
aplikasi bantu perlu seharihari,2
bantu mudah trnsportasi,2
mantap deh pokok,2
mantab,2
trimakasih,2
drivernya,2
keren,2
mantap,2
keren,2
bantu,2
bagus sih apk nya,0
baikk,2
sulit customer wajib vermuk kamera rusak gmn maka apk nya kecewa,0
alhamdulillah udh hilang iklan yg nya terimakasih,2
kasihan orang yg krja udah kerja cape campur aduk ama uang haram orang bayar mahal layan instant order serasa sameday campur order customer bayar ribu kadang driver nerimanya ribu aja ga sampe tipu si mang ga kasi pegawai yg ga tau dah cape ikut makan duit haram kasih keluarga makan anak orang tua,0
bantu,2
alhamdulillah bantu jalan mudah,2
driver comfort lagu butuh mkn lbh competitor gocar kayak yg alami nunggu dibatalin yg alasa ngopi sdh kasi tau lobi mutar trs chat dibatalin bagong,1
cepat,2
layan ramah cepat,2
mantap,2
driver sopanmenawarkan helm dgn sopanlaju kendara ngebut,2
neng dehh gojek diskon an,2
akurat titiknyaharga kali lipat angkot gpp bantu kaum dang mending,2
suka pake aplikasi mudah cepat,2
alhamdulillah bantu mudah gojektetiba dpt diskon,2
mantap bonus diskon nya,2
luvvvv bgtt dapet orang orang asikk,2
alhamdulilaah makasih,2
nice,2
bagus,2
iyeee,2
mohon maaf mesen gojek udah nyampe udah sampe tuju gojek nya mesen hape udah matiin loh gojek gimna gara tu dikatain,0
bantu ktka mager,2
go transit muncul qr tiket,0
kecewa masak bayar aju tolak trs,1
alhamdulillah drivernya komunikatif open ngajak ngobrol,2
cepat makasih,2
,2
mantap,2
bagus cepat aman,2
bantu,2
praktis,2
terimakasih mudah jalan,2
good,2
ketemu driver gojek alhamdulillah ramah ramah,2
promonya,2
tolong,2
tingkat trus layan gojek,2
,2
bagus,2
ya senanf,2
share jalan ojek updatean baru ngga menu bolak cari menu share ngga mabok pusing muntah jalan nyari tombol bagi jalan yg ojek jelek aplikasi bikin kesal,0
bantu,2
cepat murah aman,2
,2
bagus aman cepet ngambil drivernya apk ringan hp harga murahh sayaa anak sekolah pertahanin yawh,2
kecewa tolong kasih sanksi driver yg hubung susah jauh lokasi hidup notif ga ambil tumpang alas makan,0
ongkir nya mahal bgt,1
diskon ya,2
sen pop up gopay later may bank udah ga muncul aja hadeh,0
mesan gofood batal mana terkadang cari menu pencet,0
apk payah nunggu jam ngak terima terima ngak driver nya cari aja mas gitu,0
bantu mahal,2
bagus,2
promonya pakai gojek amanaman aja driver baikbaik,2
mantap,2
biaya tangan kirim mahal diskon,0
layan sungguh kecewa,0
mantap,2
belanja mulu go pay later ga go pay pinjam ga pret w hapus,0
bantu akurat cuman sayang suka driver pilih pilih jarak suka cancle hitung ongkos langgan ngerti suka ngasih tambah ongkos bantu,2
ambil driver titik jemput,0
kadang titik suka lempar,2
ok,2
suka banget,2
aplikasi yg bantu,2
kena order fiktif hubung,2
kecewa,0
ok,2
senang,2
titik g sesuai alamatny gmn nih gojek,0
pesan,2
anjay gegara s drever aceng sen gopudmakanan gw d gantung kaga jelasdgn alas antar km d bayar rebu,0
aplikasi inisaya tanggap bahawasannya udah bagusdari segi ramah pengemudihingga lengkap,2
akun bloked tolong buka susah isi saldo,0
mantap bantu,2
okey,2
keren,2
tagih gopay pinjam kasar sesuai sop cermin aplikasi legal asa tagih aplikasi ilegal,0
ok,2
nyaman,2
bantu,2
bantu,2
bantu,2
gokilll diskon keren parahh,2
bagus,2
gojek top markotop,2
bagus,2
aplikasi baik tingkat min sukses amin,2
aman nyaman cepat,2
top,2
ok,2
klik masuk yg buka halaman daftar udah masukin email kali tulis email daftar ya klik masuk karna udah daftar gaje niat nge gofood krna laper disuru coba masuk stelah menit huffff,0
ok,2
kasihan driver nya siksa tarif minim potong yg,2
mudah,2
udah bagus klo banyakin promo murah,2
senang pakai aplikasi,2
sanggat bantu antar lokasi tuju aman nyaman selamat,2
ga faedah gak mutu,0
akh sen go food g drivery gymn tau deh,2
sanagat,2
ok mantep,2
driver nya,2
pakai gojeklayanannya ok,2
tolol mahal aplikasi nya mending un instal cuman meter ongkir rb ttp drever nya cumn rb peras banget gojek,0
bantu guna cepat mudah tarif ongkirnya murah promonya,2
baik responsif nya tunggu menit gaada hasil telat sekolah langgar point telat tolong bijaksana,1
blm gojek transportasi murah mudah cepat tuju aman jamin kendara mud daftar aplikasi takut gojek,2
bantu banget halaq hapus aplikasi gojek hatitapi sih ksini gojek kayak ga butuh tumpang pagi anak sekolah ta psenin gojek dapetnya menit tolong jgn lempar kalo download aplikasi aja titik coba yah jgn kt titik pesan instan krn titik suka geser dikitsesuai jaring detik itupadahal alamat ga ubah samsek taun,1
oke,2
mantap,2
gojek gak fitur jadwal nya,0
sopansabar,2
,2
bagus,2
bagus bangat bantu masyarakat indonesia kurang anggur dam kriminal dll,2
layan telat,0
drivernya sopan ramah,2
aplikasi gojek bantu,2
muas,2
sagat bantu kallau buru,2
good,2
drever keluh besar potong ongkos yg terima drever castamersy bayar yg terima drever cmk k kasihan bgt,0
aplikasi bagus bagus aja sih ya cuman iklan menggangu pas buka aplikasi eh ikaln muncul tolong ya baik,1
pesan gofood baik mudah batalin order customer drivergk sengaja order gk batalin paksa bayar ya gk belitolong gofood ya mudah batalin order gofood salah pesansalah alamat mudah,1
ok,2
,0
aplikasikali sulit blik tiket kreta blik tiket kreta gojek bener rekomendasi suka penguna stia gojek tindak bli tikreta gojek,0
mantap,2
cepat muas kurir ramah sopan,2
aplikasi gblok ganggu mulu orang mao naek transportasi,0
keren,2
top,2
oke,2
oke,2
good,2
bantu nya gojek klau berkas tinggal kantor,2
alhamdulillah bantu terimakasih njeh,2
bantu,2
bantu kl malem laper go food bang gojek yg hati sehat sllu juang rupiah,2
aplikasi gofood nya kecewa bbrp alas pas sen makan gkbisa chat restonya kecuali restonya chat dluan estimasi antar menit tp menit menit g jalan pas menit kubika tulisanya menit sampe jd kek g jalan dibatalin kaga bisakrn resto estimasi menit udh menit tp g jalan menit bantu chat cs nya bootgakbisa diketikg solusi,0
mudah butuh lapar malam,2
mantap layan promo tarik terima kasih,2
mantaap,2
alam tarik gojek,2
nyaman,2
deriver dn ramah tumpang,2
bantu mudah operasi layan yg,2
pesan ok pokokonya,2
not helpfull at all when facing a problem,0
ajar,2
buruk cancel pesan ubah metode bayar tdk,0
mantap layan nya,2
bagus orang mager,2
mantap,2
susah dapet driver aneh dibenerin lg,0
hadeh aplikasi bagus pesan jalan klatakantanggul sempet terima sm drivernya mnt telah hilang cancel dr drivernya males bgt klo uda pdhl bayar ga gratis nama drivernya muhamad zaini kecewa aja si klo fitur cancel gt wkwk,0
ok,2
oke,2
bantu pergi,2
aplikasi yg keren banget pakai males ngapangapain rumah cuman kendala jaring aja,2
mantap poko,2
nek emg rak ono driver mbo sg tuku dikai opsi iso batalke pesenane ngenteni jam gur ngenteni batal otomatis yo gawe opo sg rugi yo sg tuku wes ngenteni rugi sis jembut jembut,0
,2
harga suka dipake dapet potong harga harga,0
ingat ya temanteman langgan gojek plus gak untung untung,0
sih chat suka ga buka udh pencet chat nya ga masuk room chat sebel banget balas chat driver jd ga,1
kacau banget sistem nya tunggu pesan go food jam benarbenar batal dgn alas driver sdh otw cek status pesan driver rugi belah gojek,0
ok,2
good,2
top,2
alhamdulillah aplikasi gojek mana mudah,2
bbrp kali pake jasa gosend ok,2
baguss,2
senang,2
butuhkn aplikasi ny,0
cepat responnya biarpun hujan panastrimksh gojek sukses menyertaiaamiin,2
bantu mobilitas bal jasa angkut,2
layan bagus,2
busuk banget gadpet driver,0
mantap,2
bantu,2
driver yg tolak rezeki,0
tingkat aspek,2
maps akurat,2
maps nya baik kasi driver nya mutar mutar jalan yg masuk google maps tolong update susah driver kasi driver yg jemput antar makan,0
hapus opsi delivery ekonomis ujung pesan batal opsi ekonomis driver yg pick up tunggu jam notifikasi pesan batal customer batal help center help center robot guna,0
mantap mudah ajar,2
gk klu driver yg kaya gk niat kerja buang gk bikin kesal tumpang orang titik jemput yg bikin gojek gk sesuai tumpang gk tau kasih alamat yg akurat gk nyari udah nunggu cancle orang panas mati gara gara driver gojek nunggu sapek ber jam jam jarak mnt,0
gojek yg sy,2
good,2
aplikasi nya bagus,2
gofood dibenerin pesan makan resto resto bilang gaada makan paksa ganti gabisa dicancel apk resto cancel order emang gapunya makan yg sen,0
aplikasi coba jaga citra mitra driver gak beres dipertahanin review jujur jelek dihapusin gilir costumer direview jelek aja susah cari mitra minimal periksa tuh jiwa mitra,0
mantap,2
transportasi yg oke,2
,2
parahparahgopay pinjam lunas pinjam parah bener gojek,0
driver lu sampah mentang order pake promo tolak,0
mantap banget ketemu driver,2
adu trf qriss akun trf qriss akun nonaktif chat gojek solusi gimana biar aktif akun gak akun buat,1
bagus,2
aplikasi bantu,2
goods,2
nyaman jalan,2
mantap,2
keren,2
puas mudah jalan,2
tolong gojek driver yg suka jidat cancel order tolong kasih nilai tunggu jam eh ngomong cancel order fiktif loh baik ntar ditambahin bintang lokasi ngebug ga udah aplikasi,0
puas x,2
mudah,2
wei saldo gopay ku suka bekurang ribu ribu ya jdi enak kali,0
aplikasi mudah jalan,2
diskon jd ane update apps nya,2
solusi pergi kalo pas rumah kendaraanhihimakasih gojek,2
cepet jemput drvernya ramah,2
gojek is the best,2
cepat,2
mantap,2
ok,2
bagus,2
jelek aplikasi ga gabisa buka chat telpon,0
bagus,2
trimakasih yaa,2
driver ramah,2
mantaaapp,2
muas,2
ok,2
gopaylater ga dipake review kaga kejelasanpret llahuninstall ajaga,0
driver yg jaga nyaman tumpang tumpang mentang bayar suka semena sm driverhargai usaha bertangung antar,2
aplikasi yg batu trm ksh,2
mantap,2
baik,2
ok,2
mantab,2
gak numpuk diskon kaya,1
manfaat,2
lunas gopinjam nya telat pinjam tolak aja ga kompeten,0
suka banget,2
gercep good,2
ok,2
tentu lokasi jemput passenger dr driver akuratmantap,2
good job,2
mantap,2
puas layan,2
bantu thx gojek,2
kl sen go car susah ga yg jarak kali dicancel supirnya harga yg tentuin dr aplikasi discpun langsung pasang otomatis males nunggunya lamaaaaaaaaaa,1
ok,2
bantu transportasi jalur puncak,2
lampung gojek khusunya daerah poncokalirejo kaya jaman tarzan tinggal jaman,0
amazinggsangat puas pakai aplikasi,2
drivernya ga niat kerja,0
baca nih customer bijak aplikasi gojek kalo chat ya balas kalo order lanjur order konfirmasi driver angkuh sopan segan manusia manusia,2
mantap,2
mantab,2
oke,2
apk gajelas ujan nggagak nerima order aneh,0
ok,1
diskon asyik,2
keren,2
bagus aplikasi,2
bantu,2
good,2
kirim gampang,2
sanggat layan,2
mantap,2
markup harga makan gak kirakira potong driver gak ngotak rakus makan calo online,0
app buruk,0
baikk ramahh,2
pesan makan jam selak hilang selera,0
bantu banget,2
,2
apk an inisaya suara dapat driver potong,0
thn pake gojek ahkirini ga jelass sory klo bintang,0
oke,2
kadang aplikasi nya suka eror sendirikhususnya goofood tolong perbaikiterima kasih,2
bagus,2
bagus murah,2
oke,2
mantap,2
mantap,2
dar saran jujur gofood saran kait pick up driver jam malam driver diam pesan hubung respon tenggat driver merespon tenggat delay cancel cari driver ganggu jam malam kondisi lapar,1
aplikasi bantu trima kasih layan okay,2
ramah bpk nya,2
keren,2
solusi yg mudah cari kendara perjalananserta cari kuliner tujuansemoga gojek sukses slalu,2
jalan lancar kendala,2
mantap,2
gojek aplikasi yg bagus yg tawar gopay pinjam tolong baik sistem dc nya contoh pinjol yg sdah daftar ojk jgn telat hari bayar sdah telpon kantor sdah tera denda jadinkasih sempat lunas lbih minggu jgn hari sdah main telpon kantor,0
mantab motor mogok untung gojek terimakasih gojek,2
kemajuansering ya promonya,2
layan sopir nya buruk mes gocar katain sopir order fiktif kecewa,0
noted go food nya ok yg go car nya tingkat,2
mantap,2
,2
x transaksi tf dana ga masuk d email chat cs lg kesini kalo transaksi hasil,0
kecewa sihhh udh sen gofood dgn bayar express tp ttp lamaaaaaa telatt sampe pesan dtg jam pahadal jarak jual gak jauhhhhhh ga sampe km heduhhhhhhh gimana sih kecewaaaaaaaaaa,0
penguna layan gofood bayar argo reguler tera layan reguler kenpa yg terima driver ongkos hemat drama tuh driver aceng usaha swasta kenpa korup kaya pegawai negri dikonoha estimasi antar,0
sukses gojek,2
muas,2
sih keluh bagus aja layan,2
oke,2
bagus,2
gopay later blokir pelitnye,0
keren,2
ok,2
bantu,2
tolong cepat jemput nya,2
pengambilanya cepat,2
aplikasi ok nggak bikin ribet serba gampang murah,2
sungguh percaya,2
cari peta gak ketemu,0
bijak,0
sih gak chat resto susah kalo lupa isi catat pesan ganti menu cmn infoin resto ayam apaa nunggu chat driver keburu makan nya udh masak resto alhasil makan gk makan buang uang aja,0
jarak jemput kasi order driver dapetnya banget kilo,2
tolong,2
langgan gojek udh pp pake gojekmakan pake gofood kalo ya tolong foodnya yg udh langgan go plus banyakin promonya soale hari x makan pake gofood yg udh goplus gitu prioritasin jg driver customer prioritas,2
mantappppp,2
bantu,2
ok,0
satset gojek,2
bantu,2
mantap senang pake gojek,1
muas,2
manfaat,2
,2
gojek bikin sakit driver slot ilangkan,2
kacauuuu,0
keren pke gojek,2
aplikasi bagus bantu moga tingkat promonya,2
bantu,2
pakai gojek senang atas cepat,2
goride nya error sen kemudi rugi orang mud mohon fix,0
aplikasi bangrut ya vocer food nya,0
gojek yg baik,2
aplikasi yg mudah butuh kendara mana,2
ga ngotak bikin iklan,0
jos,2
mantap driver ramah moga lancar rejekinya,2
oke,2
bantu,2
puas,2
bantu,2
bantu,2
aplikasi favorit,2
cs gojek aplikasi bantu cs sistem solusi,0
bantu,2
resto ny ga bertanggungjawab pesan telat dana kembali pesan bom terima,0
driver ramah,2
mantabs,2
bagus bnget,2
aplikasi best of the best,2
oke,2
cepetamanterbantu gojekmakasih gojek,2
aplikasi sampah jemput gabisa sesuai titik tuju maksasain sistem biar harga mahal dasar sampah,0
pokok top,2
terimakasih,2
lumayan hari,2
suka ok gojek gocar slu bnyak diskondrivernya ramah ramah,2
susah cari goride gocar,0
bantu,2
good,2
bagus bantu,2
lumayan,1
mobil bersih sopir nya ramah,2
pergi kemna ga takut macetataupun ribetada gojek tinggak klik pesanudah jemput depan rumh antar tuju,2
data curi mohon putus,1
kereennn,2
tolong order gosend car kolom parkir toll order tokopedia anter barang expedisi kena biaya parkir kirim expedisi kenan uang parkir tanggunganya,2
cepat responnya,2
bagus,2
cinta produk lokal,2
,2
bikin order gabung gofood halus antar express aja kasih terang driver pesan kasih terang atar reguler driver pesan biar customer gak salah paham driver tolong evaluasi,0
nyari kampung kota susah driver nya alas rame bokingan,2
terima kasih,2
top,2
aplikasi nya bagus cuman sayang driver gojek jalan rokok asap rokok kena mata orang sebab celaka mohon driver gojek suka rokok jalan asap rokok kadang beneran driver gojek suka lawan customer menggangap driver gojek ojek pribadi sanksi gojek,2
kredible,2
muas,2
bantu pergi rumah,2
ok,2
mantap,2
harga jangkau cepat driver bayar bagus tunai non tunai layan top,2
mantap,2
kecewa,0
tolong adain bayar qris via gofood,2
mantap,2
gopay later blokir upgrade gopay plus udh,1
goood,2
cuman aplikasi gojek yg hp awak gojek ssendiri la menang sih,2
senang pakai aplikasi bayar transfer sgt bantu ohy diskon gofoodnya klo jgn bayar tp cash bayar gopay potong jg diskon khusus akun loyalty customer terima kasih,2
promo,2
bantu utk jalan darurat,2
suka pakai gocar setir tuju fresh cape setir tengah macet,2
bantu,2
yaa suda topup gopay saldo ngak masuk udah potong mbnking sayatrus yg tnggung klo,1
bagus,2
baik,2
good apk,2
suka banget bantu,2
ok,2
tolong slot aceng d hapus order hancur,2
gojek bagus,2
drivernya,2
mantap,2
ok,2
nyaman daerah driver gada yg merespon pesan,2
promo,2
mantap,2
gojek gmna sih nya ganti nomer nomer q yg trdftr d akun gojek gopay dh mati skrg aq buka lg akun yg aq pake lg krna ktp q sdh trdftr kk susah ya gagal trs solusi,2
nice,2
oke banget deh,2
bagus bantu,2
order restoran gak bunyi sopi,0
error klo beli makan promo anehhhh ga niat kerja ya kembang aplikasi nya flokksss,0
daftar gopay plus ehh tau tau gopay later nonaktif rugi banget kalo mmng tdk pakai vouchernya yaa kasih voucher gilir pakai alah gopaylaternya nonaktif aplikasi aneeh,0
makan udah ngembang ngak enak karna driver order nunggunya jam antar,0
ok banget,2
ok,2
bad,0
bagus nih kirim dokumen,2
kecewa banget gojek top up gak masuk hubung customer service susah yg bales bott customer service malas kerja ganguan,0
terima kasih,2
ok,2
hapus jadwal operasional slot,0
sanagat,2
ok,2
update akun gopay later limit kurang juta juta tenor digojej go pulsa tolong bantuanya,2
good,2
kemaren sya isi gopay aplikasi mbanking sya notifikasi mbanking sya gagal kirim saldo potong no gopay nama nya sesuai,0
driver mantap ramah layan,2
bantu jalan,2
bantu,2
bantu,2
solusi baik,2
ok,2
bantu,2
,2
pakai gojek cepat murah,2
mantap,2
gopaylaternya tlat beneran kena rb gaji kadang tlat untung paylater manusiawi,2
moga gojek indonesia jaya,2
bantu,2
guna butuh saatkadang cari driver jalan pergi sulit cari,2
ok,2
kasih promo goride gosend gofood,2
tolong driver yg aktif sekitar biar pantau,2
bantu,2
barang,2
terima kasih,2
aplikasi gojek bantu pergi kerja,2
ok gas,2
cepat bagus,2
pokok keren,2
muas,2
pesan yg datng driver apsih paksa bayar nya,0
,2
cepat,2
mntap,2
good,2
okey,2
mudah,2
banyak driver cancel deket gak,0
cari deiver aja susah bener sih beg,0
aplikasi gajelas resto masalah gaada opsi rating resto driver mulu opsi nya saran tingkat lapor tutup org ngeluh tutup biar evaluasi gojek resto gabisa jdi improve jgn driver mulu yg jdiin opsi alas buruk nya layan,0
driver sesuai pesan harga jalan nya,2
bantu,2
kereta malam palembang jam palembang pesan go car cancel driver driver ya alas yg estafet customer la dll,0
oke,2
keereen,2
bantu,2
oke,2
buanyak diskon ree,2
mantap manfaat bantu aplikasi lengkap banget gofood goride gosen gomart goshob keren kalo kirim barang gosen langsung alamat dgn pesan kirim barang beda beda alamat terimakasih gojek moga sukses,2
kecewa berat gojek sen makan ga dapet driver sekali dapet driver cancel x makan udah makan kondisi makan dingin pake prioritas tetep aja driver nya kena double order rugu duit biaya mahal saran aja pake gojek kalo kualitas nya kek gin,0
fast,2
ok bagis,2
luarbiasa,2
ojol nya asik keren,2
mantab,2
bantu,2
ok,2
gercep,2
mudah praktis,2
jamanya fitur lengkapsdah langgan sampe alhmdlah pake aplikasi gojek butuh sya terbantuterimakasih salam anak bangsa,2
aman gojek terima kasih gojek,2
not profesional,0
ok,2
top up gopay ga masuk udh dm ig bantu aplikasi gada respon saran pake gojek yaaaa,0
pas typ dpt gojek ramah,2
saldo gua masuk top up kali woii ap,0
okey asyik,2
,2
salodo bca ngurang ga masuk gopay gimana nih tolomg admin,0
cepatdrivernya ramah bantu,2
kesini gk beresongkos mahalpromo adajarak jauj dr grab sampah,0
top up dana gak masuk aplikasi gojek,0
ok,2
susah banget bikin lapor gopay udah kirim duit top up ga isi,0
aneh isi gopay gak masuk chat admin lebih limit limit duit nyangkut mana ribet ya kalo gak isi gopay ya udh gk pake gopay gopay an cash aja,0
aplikasi najis,0
top up masuk solusi,0
aplikasi bagus bantu tunggu,2
saldo gopay masuk bukti mutasi nya,0
gagal top up gopay bantu cs akun lebih batas maksimum cash inflow gopay bulan jt top up gopay bulan nyampe jt gojek,0
ngisi gopay mbanking udah sukses aplikasi gojek ga masuk lapor pusat bantu bilang udah kena limit bulan jt lu gila ya februari tgl udah limit ga ngotak alas umur ga pake gojek bulan habis jt pas browsing sosmed banget jadi kyk gitu udah puluh juta orang isi gopay ga masuk kayak gin aplikasi gojek aplikasi maling gimana,0
gimana ngisi saldo ga masuk udah lebih batas pdhl make samsek,0
barusan scam top up gopay k ga masuk komplain maximal top up lebih jt eh gila gw aja top up itu cmn k gmn cerita udah lebih angka top up jt aplikasi stress k doang scam,0
ok bantu,2
parah,0
mantap,2
pusat bantu nya profesional aju mas muncul,0
ngk isi gopay,2
moga lancar ngga lot,2
udah make nomor gojeknah beli kuota tera nomor nomor sayasaat coba hapus gimana gojek,0
mantap,2
apik,2
lancar,2
ok,2
mudah urus thank gojek,2
ramah sopan santun driver nya,2
coba,2
bantu,2
nyesel pake gojek mending grab pylter nya dri ovo,0
mantap,2
baik,2
mantap cepat jalan,2
jelek bgt diskon gofood nya gede min beli k mending shopefoodgrab,0
gojek profesional,2
aplikasi sial alih gopay latter ga tarik sistem gopay latter lintah darat transaksi muncul metode bayar gopay latter ga sadar tautau tagih bunga,0
,2
kasih projek manasin ikan lele aplikasi gojek mantab leee,2
takjub,2
ngga promo gede kek up to skip pindah belah,0
great,2
jos,2
good,2
mantaps,2
alhamdulillah setia gojek,2
mantap,2
gojek bantu saat nggak antar anak les pakai gojek lbh simple,2
pesan kali d batalin,0
nyaman,2
jelek ga nemuin alamat andro tpi iphone pdhal alamat aja format keti nya udah bener,0
oke anak sekolah,2
oke mantap kendala,2
bagus banget,2
superrrrrr,2
aplikasi mudah nyaman,2
manfaat,2
driver sombong ga terima order deket,0
,2
murahhh,2
aman nyaman,2
udh mesen gojek nunggu gk da yg mw nerima,1
cepat nggak tele,2
mantap,2
toppl,2
hemat yg laen nya trs bnyk driver nya puas tuju gojek,2
mudah murah banget,2
bantu aktifitas anak sekolahpengiriman barangpesanan makanansukses gojekjangan lupa sejahtera driver perhatikanawasi oknum yg pura driver gojekkasihan yg bener driver,2
pokok muantap,2
